"species_code","scientific_name","common_name","resident","breeding_quality","breeding_range_modeled","breeding_start","breeding_end","nonbreeding_quality","nonbreeding_range_modeled","nonbreeding_start","nonbreeding_end","postbreeding_migration_quality","postbreeding_migration_range_modeled","postbreeding_migration_start","postbreeding_migration_end","prebreeding_migration_quality","prebreeding_migration_range_modeled","prebreeding_migration_start","prebreeding_migration_end","resident_quality","resident_start","resident_end"
"semsan","Calidris pusilla","Semipalmated Sandpiper",FALSE,"3","TRUE",2021-06-21,2021-06-28,"3","TRUE",2021-11-16,2021-03-01,"3","TRUE",2021-07-06,2021-11-09,"3","TRUE",2021-03-08,2021-06-14,NA,NA,NA
"wessan","Calidris mauri","Western Sandpiper",FALSE,"3","TRUE",2021-06-07,2021-06-21,"3","TRUE",2021-11-23,2021-03-01,"3","TRUE",2021-06-28,2021-11-16,"3","TRUE",2021-03-22,2021-05-31,NA,NA,NA
"shbdow","Limnodromus griseus","Short-billed Dowitcher",FALSE,"3","TRUE",2021-06-14,2021-06-21,"3","TRUE",2021-10-26,2021-03-15,"3","TRUE",2021-06-28,2021-10-19,"3","TRUE",2021-03-22,2021-06-07,NA,NA,NA
"lobdow","Limnodromus scolopaceus","Long-billed Dowitcher",FALSE,"3","TRUE",2021-06-21,2021-06-21,"3","TRUE",2021-12-28,2021-02-01,"3","TRUE",2021-06-28,2021-12-21,"3","TRUE",2021-02-08,2021-06-14,NA,NA,NA
"jacsni","Lymnocryptes minimus","Jack Snipe",FALSE,"1","FALSE",2021-06-07,2021-07-06,"1","TRUE",2021-12-07,2021-03-08,"2","FALSE",2021-11-02,2021-11-30,"2","FALSE",2021-03-15,2021-05-31,NA,NA,NA
"eurwoo","Scolopax rusticola","Eurasian Woodcock",FALSE,"2","FALSE",2021-05-31,2021-08-10,"2","FALSE",2021-12-28,2021-01-04,"2","FALSE",2021-09-07,2021-12-21,"2","FALSE",2021-01-11,2021-05-24,NA,NA,NA
"amewoo","Scolopax minor","American Woodcock",FALSE,"3","TRUE",2021-05-17,2021-09-14,"3","TRUE",2021-12-21,2021-01-11,"3","TRUE",2021-09-21,2021-12-14,"3","TRUE",2021-01-18,2021-05-10,NA,NA,NA
"latsni1","Gallinago hardwickii","Latham's Snipe",FALSE,"3","TRUE",2021-05-31,2021-07-06,"3","TRUE",2021-09-07,2021-03-15,"1","TRUE",2021-08-03,2021-08-31,"3","TRUE",2021-03-22,2021-05-24,NA,NA,NA
"comsni","Gallinago gallinago","Common Snipe",FALSE,"2","TRUE",2021-06-07,2021-06-28,"1","FALSE",2021-12-14,2021-02-22,"2","TRUE",2021-07-06,2021-12-07,"2","TRUE",2021-03-01,2021-05-31,NA,NA,NA
"wilsni1","Gallinago delicata","Wilson's Snipe",FALSE,"3","TRUE",2021-06-07,2021-07-06,"3","TRUE",2021-12-28,2021-02-01,"3","TRUE",2021-07-13,2021-12-21,"3","TRUE",2021-02-08,2021-05-31,NA,NA,NA
"tersan","Xenus cinereus","Terek Sandpiper",FALSE,"0","FALSE",NA,NA,"2","TRUE",2021-11-16,2021-03-22,"1","FALSE",2021-07-06,2021-11-09,"1","FALSE",2021-03-29,2021-06-14,NA,NA,NA
"wilpha","Phalaropus tricolor","Wilson's Phalarope",FALSE,"3","TRUE",2021-06-07,2021-07-06,"3","TRUE",2021-11-02,2021-03-08,"3","TRUE",2021-07-13,2021-10-26,"3","TRUE",2021-03-15,2021-05-31,NA,NA,NA
"renpha","Phalaropus lobatus","Red-necked Phalarope",FALSE,"2","TRUE",2021-06-21,2021-06-28,"0","FALSE",NA,NA,"2","FALSE",2021-07-06,2021-11-09,"2","FALSE",2021-03-29,2021-06-14,NA,NA,NA
"comsan","Actitis hypoleucos","Common Sandpiper",FALSE,"2","TRUE",2021-06-14,2021-06-21,"2","TRUE",2021-11-23,2021-03-01,"2","TRUE",2021-06-28,2021-11-16,"2","TRUE",2021-03-08,2021-06-07,NA,NA,NA
"sposan","Actitis macularius","Spotted Sandpiper",FALSE,"3","TRUE",2021-06-14,2021-06-28,"3","TRUE",2021-12-07,2021-03-08,"3","TRUE",2021-07-06,2021-11-30,"3","TRUE",2021-03-15,2021-06-07,NA,NA,NA
"grnsan","Tringa ochropus","Green Sandpiper",FALSE,"2","TRUE",2021-06-07,2021-06-07,"2","TRUE",2021-01-18,2021-02-22,"2","TRUE",2021-06-14,2021-11-02,"2","TRUE",2021-03-01,2021-05-31,NA,NA,NA
"solsan","Tringa solitaria","Solitary Sandpiper",FALSE,"3","TRUE",2021-06-14,2021-06-14,"3","TRUE",2021-11-30,2021-02-08,"3","TRUE",2021-06-21,2021-11-23,"3","TRUE",2021-02-15,2021-06-07,NA,NA,NA
"gyttat1","Tringa brevipes","Gray-tailed Tattler",FALSE,"0","FALSE",NA,NA,"2","TRUE",2021-11-30,2021-02-22,"2","FALSE",2021-07-06,2021-11-23,"2","FALSE",2021-03-01,2021-06-14,NA,NA,NA
"wantat1","Tringa incana","Wandering Tattler",FALSE,"2","TRUE",2021-06-14,2021-06-21,"3","TRUE",2021-10-12,2021-04-12,"2","TRUE",2021-06-28,2021-10-05,"2","TRUE",2021-04-19,2021-06-07,NA,NA,NA
"spored","Tringa erythropus","Spotted Redshank",FALSE,"1","FALSE",2021-06-07,2021-06-07,"2","TRUE",2021-12-21,2021-02-22,"2","TRUE",2021-06-14,2021-12-14,"2","TRUE",2021-03-01,2021-05-31,NA,NA,NA
"greyel","Tringa melanoleuca","Greater Yellowlegs",FALSE,"3","TRUE",2021-06-14,2021-06-14,"3","TRUE",2021-12-21,2021-02-08,"3","TRUE",2021-06-21,2021-12-14,"3","TRUE",2021-02-15,2021-06-07,NA,NA,NA
"comgre","Tringa nebularia","Common Greenshank",FALSE,"1","FALSE",2021-06-14,2021-06-28,"2","TRUE",2021-11-30,2021-03-01,"2","TRUE",2021-07-06,2021-11-23,"2","TRUE",2021-03-08,2021-06-07,NA,NA,NA
"norgre1","Tringa guttifer","Nordmann's Greenshank",FALSE,"0","FALSE",NA,NA,"2","TRUE",2021-11-02,2021-02-08,"1","FALSE",2021-09-28,2021-10-26,"1","FALSE",2021-03-15,2021-05-24,NA,NA,NA
"willet1","Tringa semipalmata","Willet",FALSE,"3","TRUE",2021-05-31,2021-06-28,"3","TRUE",2021-10-26,2021-03-15,"3","TRUE",2021-07-06,2021-10-19,"3","TRUE",2021-03-22,2021-05-24,NA,NA,NA
"lesyel","Tringa flavipes","Lesser Yellowlegs",FALSE,"3","TRUE",2021-06-14,2021-06-14,"3","TRUE",2021-11-23,2021-02-01,"3","TRUE",2021-06-21,2021-11-16,"3","TRUE",2021-02-08,2021-06-07,NA,NA,NA
"marsan","Tringa stagnatilis","Marsh Sandpiper",FALSE,"1","TRUE",2021-06-14,2021-06-14,"2","TRUE",2021-11-30,2021-02-22,"2","TRUE",2021-06-21,2021-11-23,"2","TRUE",2021-03-01,2021-05-10,NA,NA,NA
"woosan","Tringa glareola","Wood Sandpiper",FALSE,"2","TRUE",2021-06-14,2021-06-21,"2","TRUE",2021-12-28,2021-01-18,"2","TRUE",2021-06-28,2021-12-21,"2","TRUE",2021-01-25,2021-06-07,NA,NA,NA
"comred1","Tringa totanus","Common Redshank",FALSE,"2","TRUE",2021-06-14,2021-06-14,"1","TRUE",2021-12-28,2021-02-01,"2","TRUE",2021-06-21,2021-12-21,"2","TRUE",2021-02-08,2021-06-07,NA,NA,NA
"barbut1","Turnix suscitator","Barred Buttonquail",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"indcou1","Cursorius coromandelicus","Indian Courser",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"oripra","Glareola maldivarum","Oriental Pratincole",FALSE,"2","TRUE",2021-05-24,2021-07-06,"0","TRUE",NA,NA,"2","TRUE",2021-08-24,2021-11-09,"2","TRUE",2021-02-15,2021-05-17,NA,NA,NA
"smapra1","Glareola lactea","Small Pratincole",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"pomjae","Stercorarius pomarinus","Pomarine Jaeger",FALSE,"3","TRUE",2021-05-31,2021-06-28,"0","FALSE",NA,NA,"0","FALSE",NA,NA,"0","FALSE",NA,NA,NA,NA,NA
"parjae","Stercorarius parasiticus","Parasitic Jaeger",FALSE,"3","TRUE",2021-06-14,2021-07-06,"0","FALSE",NA,NA,"1","FALSE",2021-07-13,2021-11-23,"0","FALSE",NA,NA,NA,NA,NA
"lotjae","Stercorarius longicaudus","Long-tailed Jaeger",FALSE,"2","TRUE",2021-06-14,2021-08-03,"0","FALSE",NA,NA,"0","FALSE",NA,NA,"0","FALSE",NA,NA,NA,NA,NA
"piggui","Cepphus columba","Pigeon Guillemot",FALSE,"2","TRUE",2021-04-12,2021-06-28,"2","FALSE",2021-11-02,2021-01-18,"2","FALSE",2021-09-28,2021-10-26,"2","FALSE",2021-01-25,2021-04-05,NA,NA,NA
"marmur","Brachyramphus marmoratus","Marbled Murrelet",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"ivogul","Pagophila eburnea","Ivory Gull",FALSE,"1","FALSE",2021-06-14,2021-07-06,"0","FALSE",NA,NA,"1","FALSE",2021-10-05,2021-10-19,"1","FALSE",2021-05-24,2021-06-07,NA,NA,NA
"sabgul","Xema sabini","Sabine's Gull",FALSE,"2","TRUE",2021-06-28,2021-07-06,"0","FALSE",NA,NA,"2","FALSE",2021-07-13,2021-11-16,"1","FALSE",2021-05-03,2021-06-21,NA,NA,NA
"saugul2","Saundersilarus saundersi","Saunders's Gull",FALSE,"2","TRUE",2021-05-31,2021-07-06,"2","TRUE",2021-11-30,2021-03-01,"2","TRUE",2021-10-05,2021-11-23,"0","TRUE",NA,NA,NA,NA,NA
"bongul","Chroicocephalus philadelphia","Bonaparte's Gull",FALSE,"3","TRUE",2021-06-07,2021-07-13,"3","TRUE",2021-12-21,2021-02-08,"3","TRUE",2021-07-20,2021-12-14,"3","TRUE",2021-02-15,2021-05-31,NA,NA,NA
"brhgul2","Chroicocephalus maculipennis","Brown-hooded Gull",FALSE,"2","TRUE",2021-09-14,2021-11-09,"2","TRUE",2021-01-11,2021-07-13,"2","TRUE",2021-11-16,2021-01-04,"2","TRUE",2021-07-20,2021-09-07,NA,NA,NA
"blbgul1","Chroicocephalus bulleri","Black-billed Gull",FALSE,"2","TRUE",2021-07-06,2021-03-29,"2","TRUE",2021-04-05,2021-06-28,"0","TRUE",NA,NA,"0","TRUE",NA,NA,NA,NA,NA
"silgul2","Chroicocephalus novaehollandiae","Silver Gull",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"bkhgul","Chroicocephalus ridibundus","Black-headed Gull",FALSE,"2","FALSE",2021-06-07,2021-07-06,"3","TRUE",2021-01-04,2021-02-08,"2","TRUE",2021-07-13,2021-12-28,"2","TRUE",2021-02-15,2021-05-31,NA,NA,NA
"bnhgul1","Chroicocephalus brunnicephalus","Brown-headed Gull",FALSE,"2","TRUE",2021-06-14,2021-07-27,"2","TRUE",2021-12-07,2021-02-22,"1","TRUE",2021-08-03,2021-11-30,"1","TRUE",2021-03-01,2021-06-07,NA,NA,NA
"litgul","Hydrocoloeus minutus","Little Gull",FALSE,"2","FALSE",2021-06-21,2021-07-20,"2","TRUE",2021-01-04,2021-02-15,"2","FALSE",2021-07-27,2021-12-28,"2","FALSE",2021-02-22,2021-06-14,NA,NA,NA
"rosgul","Rhodostethia rosea","Ross's Gull",FALSE,"0","FALSE",NA,NA,"0","FALSE",NA,NA,"2","FALSE",2021-09-21,2021-10-05,"0","FALSE",NA,NA,NA,NA,NA
"grygul","Leucophaeus modestus","Gray Gull",FALSE,"0","FALSE",NA,NA,"2","TRUE",2021-04-05,2021-07-27,"0","FALSE",NA,NA,"0","FALSE",NA,NA,NA,NA,NA
"laugul","Leucophaeus atricilla","Laughing Gull",FALSE,"3","TRUE",2021-05-10,2021-07-06,"3","TRUE",2021-12-21,2021-02-15,"3","TRUE",2021-07-13,2021-12-14,"3","TRUE",2021-02-22,2021-05-03,NA,NA,NA
"fragul","Leucophaeus pipixcan","Franklin's Gull",FALSE,"3","TRUE",2021-06-07,2021-07-13,"3","TRUE",2021-12-28,2021-02-15,"3","TRUE",2021-07-20,2021-12-21,"3","TRUE",2021-02-22,2021-05-31,NA,NA,NA
"medgul1","Ichthyaetus melanocephalus","Mediterranean Gull",FALSE,"2","TRUE",2021-04-26,2021-06-14,"3","TRUE",2021-12-07,2021-02-08,"3","TRUE",2021-07-06,2021-11-30,"2","TRUE",2021-02-15,2021-04-19,NA,NA,NA
"audgul1","Ichthyaetus audouinii","Audouin's Gull",FALSE,"2","TRUE",2021-05-31,2021-08-10,"2","TRUE",2021-11-30,2021-02-22,"2","TRUE",2021-08-17,2021-11-23,"2","TRUE",2021-03-01,2021-05-24,NA,NA,NA
"bktgul","Larus crassirostris","Black-tailed Gull",FALSE,"3","TRUE",2021-06-07,2021-07-13,"3","TRUE",2021-11-09,2021-03-29,"3","TRUE",2021-07-20,2021-11-02,"3","TRUE",2021-04-05,2021-05-31,NA,NA,NA
"heegul","Larus heermanni","Heermann's Gull",FALSE,"3","TRUE",2021-02-22,2021-05-17,"3","TRUE",2021-08-17,2021-10-26,"3","TRUE",2021-05-24,2021-08-10,"3","TRUE",2021-11-02,2021-02-15,NA,NA,NA
"mewgul","Larus canus","Common Gull",FALSE,"2","TRUE",2021-05-24,2021-07-06,"2","TRUE",2021-12-28,2021-01-25,"2","TRUE",2021-07-13,2021-09-14,"2","TRUE",2021-03-08,2021-05-17,NA,NA,NA
"mewgul2","Larus brachyrhynchus","Short-billed Gull",FALSE,"2","TRUE",2021-05-24,2021-07-27,"3","TRUE",2021-12-14,2021-03-01,"2","TRUE",2021-08-03,2021-09-28,"2","TRUE",2021-04-05,2021-05-17,NA,NA,NA
"ribgul","Larus delawarensis","Ring-billed Gull",FALSE,"3","TRUE",2021-05-31,2021-09-07,"3","TRUE",2021-12-21,2021-02-08,"3","TRUE",2021-09-14,2021-12-14,"3","TRUE",2021-02-15,2021-05-24,NA,NA,NA
"wesgul","Larus occidentalis","Western Gull",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"calgul","Larus californicus","California Gull",FALSE,"3","TRUE",2021-05-17,2021-06-21,"3","TRUE",2021-12-28,2021-02-01,"3","TRUE",2021-06-28,2021-12-21,"3","TRUE",2021-02-08,2021-05-10,NA,NA,NA
"hergul","Larus argentatus","Herring Gull",FALSE,"2","TRUE",2021-06-21,2021-07-20,"3","TRUE",2021-12-07,2021-03-08,"2","TRUE",2021-07-27,2021-11-30,"2","TRUE",2021-03-15,2021-06-14,NA,NA,NA
"yelgul1","Larus michahellis","Yellow-legged Gull",FALSE,"3","TRUE",2021-03-01,2021-06-21,"3","TRUE",2021-07-06,2021-02-22,"0","TRUE",NA,NA,"0","TRUE",NA,NA,NA,NA,NA
"casgul2","Larus cachinnans","Caspian Gull",FALSE,"2","TRUE",2021-06-21,2021-07-06,"2","TRUE",2021-12-28,2021-02-01,"2","TRUE",2021-08-03,2021-12-21,"2","TRUE",2021-02-08,2021-05-10,NA,NA,NA
"y00478","Larus glaucoides","Iceland Gull",FALSE,"2","TRUE",2021-06-07,2021-08-17,"3","TRUE",2021-12-07,2021-02-08,"3","TRUE",2021-08-24,2021-11-30,"3","TRUE",2021-02-15,2021-05-31,NA,NA,NA
"lbbgul","Larus fuscus","Lesser Black-backed Gull",FALSE,"2","TRUE",2021-06-14,2021-07-13,"3","TRUE",2021-12-14,2021-03-22,"2","TRUE",2021-07-20,2021-12-07,"2","TRUE",2021-03-29,2021-06-07,NA,NA,NA
"slbgul","Larus schistisagus","Slaty-backed Gull",FALSE,"0","FALSE",NA,NA,"2","TRUE",2021-11-02,2021-04-05,"0","FALSE",NA,NA,"2","FALSE",2021-04-12,2021-05-17,NA,NA,NA
"glwgul","Larus glaucescens","Glaucous-winged Gull",FALSE,"3","TRUE",2021-05-24,2021-06-28,"3","TRUE",2021-12-07,2021-03-01,"3","TRUE",2021-07-06,2021-11-30,"3","TRUE",2021-03-08,2021-05-17,NA,NA,NA
"glagul","Larus hyperboreus","Glaucous Gull",FALSE,"2","TRUE",2021-05-31,2021-08-31,"2","TRUE",2021-01-11,2021-02-22,"2","FALSE",2021-09-07,2021-01-04,"2","FALSE",2021-03-08,2021-05-24,NA,NA,NA
"gbbgul","Larus marinus","Great Black-backed Gull",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"aleter1","Onychoprion aleuticus","Aleutian Tern",FALSE,"2","TRUE",2021-07-13,2021-08-17,"0","FALSE",NA,NA,"2","FALSE",2021-08-24,2021-09-28,"2","FALSE",2021-04-12,2021-05-17,NA,NA,NA
"litter1","Sternula albifrons","Little Tern",FALSE,"2","TRUE",2021-05-24,2021-07-27,"2","TRUE",2021-11-30,2021-03-01,"2","TRUE",2021-08-03,2021-11-23,"2","TRUE",2021-03-08,2021-05-17,NA,NA,NA
"leater1","Sternula antillarum","Least Tern",FALSE,"3","TRUE",2021-05-31,2021-07-20,"0","FALSE",NA,NA,"3","TRUE",2021-07-27,2021-12-07,"2","TRUE",2021-03-15,2021-05-24,NA,NA,NA
"gubter1","Gelochelidon nilotica","Gull-billed Tern",FALSE,"2","TRUE",2021-05-24,2021-08-17,"2","FALSE",2021-11-09,2021-03-15,"2","TRUE",2021-08-24,2021-11-02,"0","TRUE",NA,NA,NA,NA,NA
"caster1","Hydroprogne caspia","Caspian Tern",FALSE,"2","TRUE",2021-05-31,2021-07-13,"3","TRUE",2021-11-23,2021-03-01,"2","TRUE",2021-07-20,2021-11-16,"2","TRUE",2021-03-08,2021-05-24,NA,NA,NA
"blkter","Chlidonias niger","Black Tern",FALSE,"2","TRUE",2021-06-07,2021-06-28,"2","FALSE",2021-11-16,2021-03-01,"3","TRUE",2021-07-06,2021-11-09,"3","TRUE",2021-03-08,2021-05-31,NA,NA,NA
"whwter","Chlidonias leucopterus","White-winged Tern",FALSE,"1","TRUE",2021-06-14,2021-06-14,"2","FALSE",2021-11-09,2021-03-01,"2","TRUE",2021-06-21,2021-11-02,"2","TRUE",2021-03-08,2021-06-07,NA,NA,NA
"blfter1","Chlidonias albostriatus","Black-fronted Tern",FALSE,"3","TRUE",2021-09-07,2021-01-04,"0","TRUE",NA,NA,"0","TRUE",NA,NA,"0","TRUE",NA,NA,NA,NA,NA
"roster","Sterna dougallii","Roseate Tern",FALSE,"2","FALSE",2021-05-24,2021-07-13,"0","FALSE",NA,NA,"2","FALSE",2021-07-20,2021-12-21,"2","FALSE",2021-04-12,2021-05-17,NA,NA,NA
"whfter1","Sterna striata","White-fronted Tern",FALSE,"2","TRUE",2021-10-05,2021-05-03,"2","TRUE",2021-05-10,2021-09-28,"0","TRUE",NA,NA,"0","TRUE",NA,NA,NA,NA,NA
"blnter1","Sterna sumatrana","Black-naped Tern",FALSE,"2","FALSE",2021-05-31,2021-07-20,"0","FALSE",NA,NA,"1","FALSE",2021-08-03,2021-11-16,"1","FALSE",2021-03-22,2021-05-24,NA,NA,NA
"comter","Sterna hirundo","Common Tern",FALSE,"3","TRUE",2021-06-14,2021-07-27,"3","FALSE",2021-12-14,2021-03-08,"3","TRUE",2021-08-03,2021-12-07,"3","TRUE",2021-03-15,2021-06-07,NA,NA,NA
"arcter","Sterna paradisaea","Arctic Tern",FALSE,"3","TRUE",2021-06-14,2021-07-20,"0","FALSE",NA,NA,"0","FALSE",NA,NA,"0","FALSE",NA,NA,NA,NA,NA
"soater1","Sterna hirundinacea","South American Tern",FALSE,"2","TRUE",2021-12-14,2021-04-05,"2","TRUE",2021-06-14,2021-07-27,"2","TRUE",2021-04-12,2021-06-07,"2","TRUE",2021-08-03,2021-12-07,NA,NA,NA
"forter","Sterna forsteri","Forster's Tern",FALSE,"3","TRUE",2021-06-07,2021-07-13,"3","TRUE",2021-12-14,2021-03-08,"3","TRUE",2021-07-20,2021-12-07,"3","TRUE",2021-03-15,2021-05-31,NA,NA,NA
"rivter1","Sterna aurantia","River Tern",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2021-01-04,2021-12-28
"royter1","Thalasseus maximus","Royal Tern",FALSE,"3","TRUE",2021-05-10,2021-07-27,"3","TRUE",2021-12-07,2021-02-22,"3","TRUE",2021-08-03,2021-11-30,"3","TRUE",2021-03-01,2021-05-03,NA,NA,NA
"grcter1","Thalasseus bergii","Great Crested Tern",FALSE,"3","TRUE",2021-10-26,2021-03-15,"3","TRUE",2021-05-24,2021-08-24,"3","TRUE",2021-03-22,2021-05-17,"3","TRUE",2021-08-31,2021-10-19,NA,NA,NA
"santer1","Thalasseus sandvicensis","Sandwich Tern",FALSE,"3","TRUE",2021-05-03,2021-07-06,"3","TRUE",2021-11-23,2021-02-15,"3","TRUE",2021-07-13,2021-11-16,"3","TRUE",2021-02-22,2021-04-26,NA,NA,NA
"eleter1","Thalasseus elegans","Elegant Tern",FALSE,"3","TRUE",2021-05-03,2021-06-14,"3","TRUE",2021-12-14,2021-02-08,"3","TRUE",2021-06-21,2021-12-07,"3","TRUE",2021-02-15,2021-04-26,NA,NA,NA
"blkski","Rynchops niger","Black Skimmer",FALSE,"3","TRUE",2021-06-07,2021-08-03,"3","TRUE",2021-12-28,2021-03-22,"3","TRUE",2021-08-10,2021-12-21,"3","TRUE",2021-03-29,2021-05-31,NA,NA,NA
"retloo","Gavia stellata","Red-throated Loon",FALSE,"2","FALSE",2021-06-14,2021-08-10,"3","TRUE",2021-12-28,2021-03-01,"2","FALSE",2021-08-17,2021-12-21,"2","FALSE",2021-03-08,2021-06-07,NA,NA,NA
"arcloo","Gavia arctica","Arctic Loon",FALSE,"3","TRUE",2021-06-14,2021-07-13,"3","FALSE",2021-12-28,2021-02-22,"2","FALSE",2021-07-20,2021-12-21,"2","FALSE",2021-03-01,2021-06-07,NA,NA,NA
"pacloo","Gavia pacifica","Pacific Loon",FALSE,"3","TRUE",2021-06-14,2021-07-13,"3","TRUE",2021-12-21,2021-03-01,"3","TRUE",2021-07-20,2021-12-14,"3","TRUE",2021-03-08,2021-06-07,NA,NA,NA
"comloo","Gavia immer","Common Loon",FALSE,"3","TRUE",2021-06-14,2021-08-24,"3","TRUE",2021-12-28,2021-01-18,"3","TRUE",2021-08-31,2021-12-21,"3","TRUE",2021-03-08,2021-06-07,NA,NA,NA
"yebloo","Gavia adamsii","Yellow-billed Loon",FALSE,"2","FALSE",2021-06-14,2021-07-20,"2","FALSE",2021-11-30,2021-04-19,"2","FALSE",2021-07-27,2021-11-16,"2","FALSE",2021-04-26,2021-06-07,NA,NA,NA
"yeepen1","Megadyptes antipodes","Yellow-eyed Penguin",FALSE,"2","TRUE",2021-09-21,2021-11-16,"0","TRUE",NA,NA,"0","TRUE",NA,NA,"0","TRUE",NA,NA,NA,NA,NA
"levshe1","Puffinus yelkouan","Yelkouan Shearwater",FALSE,"2","TRUE",2021-11-02,2021-07-13,"2","TRUE",2021-07-27,2021-10-26,"0","TRUE",NA,NA,"0","TRUE",NA,NA,NA,NA,NA
"balshe1","Puffinus mauretanicus","Balearic Shearwater",FALSE,"2","TRUE",2021-03-29,2021-05-17,"2","TRUE",2021-08-03,2021-09-07,"2","TRUE",2021-05-24,2021-07-27,"2","TRUE",2021-09-14,2021-03-22,NA,NA,NA
"bkvshe","Puffinus opisthomelas","Black-vented Shearwater",FALSE,"0","FALSE",NA,NA,"2","TRUE",2021-11-16,2021-01-18,"2","TRUE",2021-07-06,2021-11-09,"2","TRUE",2021-01-25,2021-03-01,NA,NA,NA
"asiope1","Anastomus oscitans","Asian Openbill",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"blasto1","Ciconia nigra","Black Stork",FALSE,"2","TRUE",2021-06-14,2021-07-27,"2","TRUE",2021-01-04,2021-02-15,"2","TRUE",2021-08-03,2021-12-28,"2","TRUE",2021-02-22,2021-06-07,NA,NA,NA
"magsto1","Ciconia maguari","Maguari Stork",FALSE,"2","TRUE",2021-12-21,2021-03-01,"2","TRUE",2021-04-12,2021-10-19,"2","TRUE",2021-03-08,2021-04-05,"2","TRUE",2021-10-26,2021-12-14,NA,NA,NA
"whisto1","Ciconia ciconia","White Stork",FALSE,"2","TRUE",2021-06-14,2021-07-06,"2","FALSE",2021-12-14,2021-02-08,"0","FALSE",NA,NA,"2","FALSE",2021-02-15,2021-06-07,NA,NA,NA
"oristo1","Ciconia boyciana","Oriental Stork",FALSE,"2","TRUE",2021-05-31,2021-06-21,"2","TRUE",2021-11-30,2021-02-15,"2","TRUE",2021-11-02,2021-11-23,"1","FALSE",2021-02-22,2021-05-24,NA,NA,NA
"jabiru","Jabiru mycteria","Jabiru",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"woosto","Mycteria americana","Wood Stork",FALSE,"2","TRUE",2021-07-20,2021-09-14,"2","TRUE",2021-11-30,2021-05-03,"2","TRUE",2021-09-21,2021-11-23,"2","TRUE",2021-05-10,2021-07-13,NA,NA,NA
"paisto1","Mycteria leucocephala","Painted Stork",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"magfri","Fregata magnificens","Magnificent Frigatebird",FALSE,"3","TRUE",2021-05-31,2021-09-28,"3","TRUE",2021-11-09,2021-03-22,"3","TRUE",2021-10-05,2021-11-02,"3","TRUE",2021-03-29,2021-05-24,NA,NA,NA
"norgan","Morus bassanus","Northern Gannet",FALSE,"2","TRUE",2021-06-21,2021-08-31,"0","FALSE",NA,NA,"0","FALSE",NA,NA,"0","FALSE",NA,NA,NA,NA,NA
"anhing","Anhinga anhinga","Anhinga",FALSE,"3","TRUE",2021-05-03,2021-07-20,"3","TRUE",2021-11-09,2021-02-01,"3","TRUE",2021-07-27,2021-11-02,"3","TRUE",2021-02-08,2021-04-26,NA,NA,NA
"darter2","Anhinga melanogaster","Oriental Darter",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"lipcor1","Microcarbo melanoleucos","Little Pied Cormorant",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"litcor1","Microcarbo niger","Little Cormorant",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"pygcor2","Microcarbo pygmaeus","Pygmy Cormorant",FALSE,"1","TRUE",2021-05-03,2021-05-10,"1","TRUE",2021-02-08,2021-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bracor","Urile penicillatus","Brandt's Cormorant",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"refcor","Urile urile","Red-faced Cormorant",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
